age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,customer_id,loan_amount,loan_approval_probability
28,Private,278552,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,1484,0.0,0.007037099450826645
44,Self-emp-not-inc,89413,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,10454,0.0,0.1743955761194229
64,Private,43738,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,42437,0.0,0.4246872663497925
26,Private,136309,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,11752,0.0,0.005488563794642687
85,Self-emp-inc,155981,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,2291,0.0,0.04842056706547737
34,Private,30433,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,45857,0.0,0.036740224808454514
18,Local-gov,242956,11th,7,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,15579,0.0,0.0009146646480076015
31,Private,234976,11th,7,Never-married,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,40744,0.0,0.027425095438957214
56,Private,75785,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,43572,0.0,0.0668574720621109
42,Private,30424,11th,7,Separated,Other-service,Unmarried,White,Female,0,0,38,United-States,25279,0.0,0.0234600231051445
42,Private,202565,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Italy,44290,0.0,0.013745538890361786
36,Private,89202,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,11417,0.0,0.05897783115506172
28,Private,211184,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,42988,0.0,0.04132158309221268
45,Private,154237,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,10610,0.0,0.04234295338392258
30,Private,352426,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,60,Mexico,14262,39491.83203125,0.5532578229904175
38,Private,234891,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,15653,0.0,0.005566964857280254
26,Self-emp-not-inc,109609,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,37247,0.0,0.0027045360766351223
26,Private,31143,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,48053,0.0,0.016025958582758904
40,Private,138975,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,44880,0.0,0.38645198941230774
55,Local-gov,84564,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,39,United-States,27590,0.0,0.09356459975242615
40,Private,199018,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,6982,0.0,0.3121611177921295
63,Local-gov,41161,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,19112,0.0,0.10719217360019684
49,Private,87928,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,20403,0.0,0.11648273468017578
24,Local-gov,115222,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,10520,0,40,United-States,10828,34576.15625,0.7927694916725159
58,Private,154950,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,30489,0.0,0.3618524968624115
24,Private,373628,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,1504,40,United-States,6120,0.0,0.16765853762626648
29,State-gov,293287,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,23059,0.0,0.12009727209806442
46,Private,137547,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,27828,0.0,0.021511659026145935
23,Private,201145,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,26071,0.0,0.016360580921173096
40,Self-emp-not-inc,117721,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,22848,0.0,0.05627014487981796
37,Private,161141,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,39736,0.0,0.004730101674795151
25,Private,197871,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,20091,0.0,0.09070322662591934
24,Local-gov,111450,10th,6,Never-married,Craft-repair,Unmarried,Black,Male,0,0,65,Haiti,35993,0.0,0.048326388001441956
37,Private,189674,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,41931,0.0,0.1590387374162674
58,Private,186905,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,99999,0,40,United-States,7025,124043.9453125,0.9946320056915283
34,Private,178841,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,46878,0.0,0.0685182586312294
42,Private,210525,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,22478,0.0,0.033261291682720184
62,Private,584259,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,13989,0.0,0.27704012393951416
40,Private,137225,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,48396,0.0,0.091017946600914
44,Private,222978,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,1504,40,United-States,32259,0.0,0.28118258714675903
55,Local-gov,115457,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,36265,0.0,0.04764322564005852
21,Private,26410,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,30732,0.0,0.001489579793997109
22,Private,882849,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,8571,0.0,0.0024382343981415033
47,Private,246396,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Mexico,25095,0.0,0.14145180583000183
54,Private,219737,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,37,United-States,48601,0.0,0.05232495442032814
63,Self-emp-not-inc,159715,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,20165,0.0,0.012454133480787277
54,Local-gov,365049,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Mexico,28385,0.0,0.09754643589258194
37,Private,71592,HS-grad,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,17,United-States,1454,0.0,0.0009478479041717947
36,Private,156352,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,44044,0.0,0.002936573699116707
41,Private,214242,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,39954,67844.8671875,0.8434332013130188
27,Private,199118,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,15011,0.0,0.008920506574213505
49,Private,168216,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,21982,0.0,0.019657375290989876
22,Private,136824,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,29207,0.0,0.0009405158925801516
49,Self-emp-not-inc,204241,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,22638,0.0,0.19782671332359314
36,Private,154410,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,13735,0.0,0.30261465907096863
18,Private,198368,11th,7,Never-married,Other-service,Own-child,White,Male,594,0,10,United-States,6405,0.0,0.0006106141954660416
47,,175530,5th-6th,3,Separated,,Own-child,White,Female,0,0,56,Mexico,12124,0.0,0.013037524186074734
29,Private,137240,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,9243,0.0,0.005079077556729317
44,Local-gov,357814,12th,8,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,35,Mexico,45298,0.0,0.004141009878367186
38,Private,207568,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States,40736,40146.6953125,0.8021864295005798
41,Private,184846,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,24685,0.0,0.4745120704174042
50,Private,180195,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,4616,145203.265625,0.9946321249008179
33,Private,213887,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,23393,0.0,0.002160482807084918
25,Private,135645,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,20,United-States,18903,0.0,0.002082059159874916
38,Private,234807,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,45427,0.0,0.19268405437469482
36,Local-gov,127424,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,50,,10475,0.0,0.2703029215335846
49,Self-emp-not-inc,163352,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,85,United-States,26000,0.0,0.44680991768836975
28,Private,204648,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,20,United-States,9009,0.0,0.00312434951774776
47,State-gov,237525,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2195,0.0,0.15943172574043274
45,Private,107682,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,40376,0.0,0.19329580664634705
32,Private,99646,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,44866,0.0,0.043910954147577286
20,Private,119215,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,29931,0.0,0.0024942730087786913
65,Private,143554,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,20869,0.0,0.064368337392807
57,Local-gov,173242,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,12105,0.0,0.11755652725696564
61,State-gov,31577,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,14857,0.0,0.20618389546871185
34,Private,248795,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States,24383,0.0,0.003979723434895277
24,Private,141040,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,36385,0.0,0.0028140561189502478
31,Private,97723,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,13463,43679.71875,0.9490567445755005
28,Private,162501,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,6731,0.0,0.003149730619043112
30,Local-gov,321024,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,14000,0.0,0.10892089456319809
35,Private,242094,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,Black,Male,0,0,40,United-States,24018,0.0,0.002173022599890828
20,Private,122622,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,9479,0.0,0.0017045740969479084
31,Local-gov,48520,Assoc-acdm,12,Never-married,Protective-serv,Unmarried,White,Male,0,0,40,United-States,46670,0.0,0.14102937281131744
31,Private,117719,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Portugal,5788,0.0,0.014226711355149746
57,Private,191318,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,39592,0.0,0.47336098551750183
39,State-gov,85566,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,44888,0.0,0.3468343913555145
22,Private,43646,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,27133,0.0,0.004304220899939537
41,Private,275446,Some-college,10,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,3278,0.0,0.006708729080855846
51,Private,384248,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,50,United-States,36646,0.0,0.23064738512039185
44,Local-gov,56651,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,41105,0.0,0.2188272625207901
44,Private,261497,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,,42898,0.0,0.05468832328915596
41,Self-emp-inc,230168,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,91,United-States,45545,0.0,0.40158528089523315
48,Local-gov,121622,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,1380,40,United-States,32860,64685.1796875,0.8205644488334656
58,Private,216851,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,El-Salvador,45253,0.0,0.010392026044428349
52,Private,204322,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,5013,0,40,United-States,23154,45649.18359375,0.7915506362915039
27,Private,151382,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Male,0,974,40,United-States,23314,0.0,0.009146114811301231
32,Private,207113,10th,6,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,31480,0.0,0.06737726926803589
48,Private,332465,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,46234,42618.20703125,0.5346946716308594
37,Private,127048,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,15619,0.0,0.2191617488861084
26,Private,152924,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,10843,0.0,0.04569222033023834
28,Private,137296,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,32832,0.0,0.0019065820379182696
20,Private,109667,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,305,0.0,0.0009082041797228158
59,Private,192671,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,14615,28237.11328125,0.7262469530105591
35,Private,48123,12th,8,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,United-States,21724,0.0,0.13883796334266663
50,Private,114564,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,United-States,153,0.0,0.003149665892124176
29,Private,267989,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,44802,0.0,0.0799829289317131
67,,163726,5th-6th,3,Married-civ-spouse,,Husband,White,Male,0,0,49,United-States,35450,0.0,0.017172522842884064
36,Local-gov,379672,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,60,United-States,3446,0.0,0.15846161544322968
50,Private,73493,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,17816,0.0,0.02963753417134285
30,Private,119422,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,15018,0.0,0.020219888538122177
60,Private,224644,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,42744,0.0,0.12140754610300064
55,Self-emp-inc,298449,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2179,60,United-States,1419,98183.5859375,0.8424403071403503
45,Private,86505,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,4703,0.0,0.12322685122489929
38,Private,246463,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,14146,0.0,0.28904950618743896
30,Private,178587,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,45701,0.0,0.002725193975493312
46,Private,93557,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,5562,0.0,0.3427390158176422
34,Private,25322,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,2339,40,,30109,0.0,0.16524533927440643
26,,157008,HS-grad,9,Divorced,,Not-in-family,White,Female,0,0,40,United-States,7375,0.0,0.0013877208111807704
41,Private,392167,10th,6,Divorced,Sales,Not-in-family,White,Male,0,0,48,United-States,38042,0.0,0.01361792627722025
60,Self-emp-inc,123218,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,30209,0.0,0.07459496706724167
39,Private,77146,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,18607,69410.3515625,0.5434756875038147
30,Private,206512,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,26586,0.0,0.008733581751585007
40,Private,289309,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,48,United-States,34635,0.0,0.03426259011030197
41,Private,170866,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,33492,0.0,0.2366209775209427
18,Private,434268,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,42381,0.0,0.0006709378794766963
51,,182543,1st-4th,2,Separated,,Unmarried,White,Female,0,0,40,Mexico,38630,0.0,0.018921200186014175
37,Private,224886,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,United-States,31180,0.0,0.05964958667755127
52,Local-gov,330799,9th,5,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,40072,0.0,0.018459534272551537
32,Private,39248,Bachelors,13,Never-married,Tech-support,Not-in-family,Other,Male,0,0,40,United-States,15552,0.0,0.007599951233714819
28,Private,205337,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,28878,0.0,0.04160048067569733
49,Local-gov,229337,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,7816,0.0,0.010994904674589634
28,Private,33374,11th,7,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,35,United-States,40148,0.0,0.003266171785071492
51,Private,145114,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,22731,0.0,0.022773319855332375
39,Private,216149,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,34660,0.0,0.16932150721549988
48,Private,146497,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States,9521,53564.484375,0.5158706307411194
20,Private,155066,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States,11837,0.0,0.0022899701725691557
42,Private,344060,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,Japan,8257,38305.890625,0.9586595892906189
28,Private,175431,9th,5,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,28890,0.0,0.0013735783286392689
26,Private,342765,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,50,United-States,6852,0.0,0.004981612786650658
28,Private,163265,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,4727,0.0,0.0009181931964121759
46,Private,34186,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,3258,0.0,0.05347223952412605
36,Private,73023,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,44422,0.0,0.049340084195137024
43,Private,115806,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,2547,40,United-States,27807,73390.1015625,0.8144643306732178
52,Self-emp-not-inc,128378,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,8446,0.0,0.04816129058599472
27,Private,213152,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,37148,0.0,0.011558204889297485
20,Private,218068,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,23,United-States,12426,0.0,0.0011633781250566244
50,Private,206862,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,40407,0.0,0.33165621757507324
50,Private,149770,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,26608,48023.33203125,0.5786749720573425
39,Private,238255,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,4833,0.0,0.1905667781829834
20,Self-emp-not-inc,186014,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,Germany,20420,0.0,0.0009247493580915034
39,Private,128483,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,60,United-States,6134,0.0,0.24535508453845978
35,Private,393673,Some-college,10,Never-married,Tech-support,Other-relative,White,Female,0,0,40,United-States,4501,0.0,0.0113622285425663
50,Private,40623,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,28684,0.0,0.14563025534152985
40,Private,393962,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,2943,0.0,0.09056089073419571
29,State-gov,201556,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,46753,0.0,0.032238565385341644
57,Private,223214,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,28196,0.0,0.4097581207752228
21,Private,315476,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,25,United-States,6873,0.0,0.002782202558591962
21,Private,228326,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,7398,0.0,0.0016255381051450968
29,Private,112403,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,35,United-States,41730,0.0,0.003262209240347147
22,Private,205839,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,40190,0.0,0.0025912506971508265
23,Private,260617,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,46653,0.0,0.0015680738724768162
37,Private,267086,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,52,United-States,19288,0.0,0.27714842557907104
32,Private,70985,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,40014,0.0,0.01103732269257307
38,Federal-gov,261241,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,44160,0.0,0.3848632872104645
38,Private,183279,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,19247,0.0,0.1711379736661911
48,Private,317360,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,46036,0.0,0.15256516635417938
25,Private,181054,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,5021,0.0,0.004065588116645813
23,Private,495888,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,El-Salvador,20185,0.0,0.0023418485652655363
53,Private,142411,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,47313,0.0,0.351806640625
46,Private,167882,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,43,United-States,25716,0.0,0.018844088539481163
44,Self-emp-not-inc,120539,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,17373,0.0,0.15270373225212097
57,Private,127779,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,41727,0.0,0.06656960397958755
56,Private,168625,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,4101,0,40,United-States,25071,0.0,0.26442915201187134
32,Private,80058,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,20603,0.0,0.023052921518683434
39,Private,114605,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,13650,0.0,0.022424984723329544
56,Self-emp-not-inc,115422,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,40370,0.0,0.038554027676582336
44,Local-gov,339346,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,10520,0,60,United-States,2902,51704.2734375,0.9518190622329712
31,Self-emp-not-inc,163845,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,5353,0.0,0.014555051922798157
20,,347292,HS-grad,9,Never-married,,Own-child,White,Male,0,0,32,United-States,32661,0.0,0.0010197256924584508
34,Self-emp-not-inc,180607,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,45,United-States,3629,0.0,0.03353041410446167
27,Private,130492,11th,7,Divorced,Craft-repair,Unmarried,Other,Male,0,0,35,United-States,10762,0.0,0.006143770180642605
40,Private,356934,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,24762,0.0,0.008255314081907272
38,Self-emp-inc,188069,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,14833,52550.0546875,0.9895226359367371
25,Private,195201,HS-grad,9,Married-civ-spouse,Sales,Husband,Other,Male,0,0,50,United-States,44342,0.0,0.015596877783536911
41,Private,113491,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,29202,0.0,0.4414442777633667
27,Private,89813,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,9012,0.0,0.019204098731279373
61,Self-emp-not-inc,184009,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,2444,50,United-States,4202,84246.3515625,0.5050249099731445
36,Local-gov,220237,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,40,United-States,10803,67944.21875,0.7419203519821167
46,Federal-gov,227310,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,36958,0.0,0.24588929116725922
21,State-gov,82497,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,10792,0.0,0.001172756077721715
23,Private,267471,12th,8,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,48433,0.0,0.0011280225589871407
36,Private,345310,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,8921,0.0,0.12141064554452896
26,State-gov,147719,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,34838,0.0,0.0019668382592499256
51,Private,441637,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,33682,0.0,0.08966317027807236
46,Private,266860,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,6536,0.0,0.21291832625865936
17,Local-gov,148194,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,25778,0.0,0.0006298864609561861
25,Private,191803,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,13,,9635,0.0,0.001214912859722972
38,Private,98360,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,43991,0.0,0.2920151650905609
26,Private,132572,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,33969,0.0,0.0047751907259225845
45,Private,196707,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2241,48379.0234375,0.6117379665374756
35,Local-gov,217926,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,8359,0.0,0.13496467471122742
39,Self-emp-not-inc,174330,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,19682,0.0,0.41142407059669495
49,Private,149337,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,20784,0.0,0.27115336060523987
39,State-gov,55568,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,34564,0.0,0.05376598984003067
